city_id,grievance_id,ward_id,ward_name_raw,ward_name_canon,category_raw,sub_category_raw,category_norm,description,created_at,status,lat,lng
blr,20096214,73,Kottigepalya,Kottegepalya,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 10:28:00,Closed,,
blr,20096213,77,Dattathreya Temple,Dattatreya Temple,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 10:27:00,Closed,,
blr,20096212,69,Laggere,Laggere,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-31 10:23:00,Closed,,
blr,20096211,25,Horamavu,Horamavu,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 10:20:00,Closed,,
blr,20096210,193,Arakere,Arakere,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,GARBAGE,,2020-12-31 10:19:00,Closed,,
blr,20096209,172,Madiwala,Madivala,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-31 10:11:00,Rejected,,
blr,20096208,157,Gali Anjaneya Swamy Temple Ward,Gali Anjenaya Temple ward,Road Maintenance(Engg),Potholes,ROADS,,2020-12-31 10:07:00,Closed,,
blr,20096207,104,Govindraja Nagara,Govindaraja Nagar,Electrical,Street Lights Switched On During Day Time,STREETLIGHT,,2020-12-31 09:59:00,Closed,,
blr,20096206,26,Ramamurthy Nagar,Ramamurthy Nagar,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 09:42:00,Resolved,,
blr,20096205,5,Jakkur,Jakkuru,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 09:42:00,Closed,,
blr,20096204,153,Jayangar,Jayanagar,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-31 09:38:00,Closed,,
blr,20096203,191,Singasandra,Singasandra,Road Maintenance(Engg),Potholes,ROADS,,2020-12-31 09:36:00,Closed,,
blr,20096202,89,Jogupalya,Jogupalya,Forest,obstructions Branches / Trees.,OTHER,,2020-12-31 09:34:00,Resolved,,
blr,20096201,9,Vidyaranyapura,Vidyaranyapura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 09:34:00,Closed,,
blr,20096200,89,Jogupalya,Jogupalya,Forest,obstructions Branches / Trees.,OTHER,,2020-12-31 09:33:00,Resolved,,
blr,20096199,39,Chokkasandra,Chokkasandra,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 09:29:00,Closed,,
blr,20096198,191,Singasandra,Singasandra,Electrical,Street Lights Switched On During Day Time,STREETLIGHT,,2020-12-31 09:29:00,Closed,,
blr,20096197,173,Jakkasandra,Jakkasandra,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,GARBAGE,,2020-12-31 09:23:00,Closed,,
blr,20096196,58,Newthippasandra,New Tippasandara,Health Dept,Air/Noise pollution,OTHER,,2020-12-31 09:20:00,Closed,,
blr,20096195,190,Mangammanapalya,Mangammanapalya,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,GARBAGE,,2020-12-31 09:17:00,Closed,,
blr,20096194,58,Newthippasandra,New Tippasandara,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-31 09:16:00,Closed,,
blr,20096193,,Someshwara,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 09:12:00,Closed,,
blr,20096192,163,Katriguppe,Katriguppe,Solid Waste (Garbage) Related,Garbage nuisance while transporting,GARBAGE,,2020-12-31 09:11:00,Closed,,
blr,20096191,181,Kumaraswamy Layout,Kumaraswamy Layout,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 09:00:00,Closed,,
blr,20096190,,Shankaramata,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 08:58:00,Closed,,
blr,20096189,25,Horamavu,Horamavu,Road Maintenance(Engg),Potholes,ROADS,,2020-12-31 08:57:00,Closed,,
blr,20096188,,Shankaramata,,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-31 08:56:00,Closed,,
blr,20096187,86,Marathalli,Marathahalli,Solid Waste (Garbage) Related,Public dustbins not cleaned,GARBAGE,,2020-12-31 08:51:00,Closed,,
blr,20096186,155,Hanumantha Nagar,Hanumanth Nagar,Road Maintenance(Engg),Debris Removal / Construction Material,GARBAGE,,2020-12-31 08:51:00,Rejected,,
blr,20096185,108,Sri Rammandira,Sriramamandir,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 08:40:00,Closed,,
blr,20096184,40,Dodda Bidarkallu,Dodda Bidarakallu,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 08:40:00,Closed,,
blr,20096183,191,Singasandra,Singasandra,veterinary,Stray pig related complaints,OTHER,,2020-12-31 08:40:00,Closed,,
blr,20096182,73,Kottigepalya,Kottegepalya,Solid Waste (Garbage) Related,Segregation of waste is not done,GARBAGE,,2020-12-31 08:32:00,Closed,,
blr,20096181,5,Jakkur,Jakkuru,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 08:28:00,Closed,,
blr,20096180,192,Begur,Begur,veterinary,Stray dog related complaints,OTHER,,2020-12-31 08:27:00,Closed,,
blr,20096179,30,Kadugondanahalli,Kadugondanahalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 08:23:00,Closed,,
blr,20096178,185,Yelachenahalli,Yelchenahalli,Solid Waste (Garbage) Related,Dead animal(s),GARBAGE,,2020-12-31 08:05:00,Closed,,
blr,20096177,84,Hagadooru,Hagadur,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 08:00:00,Closed,,
blr,20096176,132,Attiguppe,Attiguppe,Road Maintenance(Engg),water stagnation,WATERLOGGING,,2020-12-31 07:48:00,Closed,,
blr,20096175,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Road Maintenance(Engg),Potholes,ROADS,,2020-12-31 07:14:00,Closed,,
blr,20096174,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Electrical,Open Electrical Junction Box,STREETLIGHT,,2020-12-31 07:04:00,Closed,,
blr,20096173,190,Mangammanapalya,Mangammanapalya,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-31 07:03:00,Closed,,
blr,20096172,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-31 06:56:00,Closed,,
blr,20096171,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 06:51:00,Closed,,
blr,20096170,192,Begur,Begur,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 06:48:00,Closed,,
blr,20096169,111,Shanthala Nagar,Shantala Nagar,Road Maintenance(Engg),footpath encroachment,ROADS,,2020-12-31 06:15:00,Closed,,
blr,20096168,67,Nagapura,Nagapura,Advertisement,Flex and banners,OTHER,,2020-12-31 06:13:00,Closed,,
blr,20096167,,Jnanabharathi Ward,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 05:28:00,Closed,,
blr,20096166,40,Dodda Bidarkallu,Dodda Bidarakallu,Road Maintenance(Engg),Footpath,ROADS,,2020-12-31 04:31:00,Closed,,
blr,20096165,61,S.K.Garden,S K Garden,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 04:29:00,Closed,,
blr,20096164,54,Hoodi,Hudi,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 11:19:00,Closed,,
blr,20096163,85,Doddanekkundi,Dodda Nekkundi,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 11:10:00,Closed,,
blr,20096162,34,Gangenahalli,Gangenahalli,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",OTHER,,2020-12-30 10:58:00,Resolved,,
blr,20096161,82,Garudacharpalya,Garudachar Playa,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 10:51:00,Closed,,
blr,20096160,91,Bharathi Nagar,Bharathi Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:50:00,Closed,,
blr,20096159,27,Banaswadi,Banasavadi,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 10:25:00,Closed,,
blr,20096158,26,Ramamurthy Nagar,Ramamurthy Nagar,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 10:20:00,Closed,,
blr,20096157,59,Maruthi Seva Nagar,Maruthi Seva Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:18:00,Closed,,
blr,20096156,4,Yelahanka old Satellite Town,Yelahanka Satellite Town,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:13:00,Closed,,
blr,20096155,94,Gandhi Nagar,Gandhinagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:09:00,Closed,,
blr,20096154,,Shankaramata,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:08:00,Closed,,
blr,20096153,73,Kottigepalya,Kottegepalya,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 09:54:00,Closed,,
blr,20096152,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-30 09:47:00,Closed,,
blr,20096151,7,Byatarayanapura,Byatarayanapura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 09:43:00,Closed,,
blr,20096150,,Shankaramata,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 09:27:00,Closed,,
blr,20096149,,Kavalbyrasandra,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 09:23:00,Closed,,
blr,20096148,10,Doddabommasandra,Dodda Bommasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 09:20:00,Closed,,
blr,20096147,111,Shanthala Nagar,Shantala Nagar,Road Maintenance(Engg),Debris Removal / Construction Material,GARBAGE,,2020-12-30 09:13:00,Rejected,,
blr,20096146,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 09:11:00,Closed,,
blr,20096145,36,Mathikere,Mattikere,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 09:06:00,Closed,,
blr,20096144,113,Konena Agrahara,Konena Agrahara,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:55:00,Closed,,
blr,20096143,66,Subramanya Nagar,Subramanya Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:52:00,Closed,,
blr,20096142,157,Gali Anjaneya Swamy Temple Ward,Gali Anjenaya Temple ward,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:47:00,Closed,,
blr,20096141,85,Doddanekkundi,Dodda Nekkundi,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 08:45:00,Closed,,
blr,20096140,182,Padmanabha Nagar,Padmanabha Nagar,Forest,Removal of dead/fallen trees,OTHER,,2020-12-30 08:39:00,Resolved,,
blr,20096139,197,Vasanthapura,Vasanthpura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:37:00,Closed,,
blr,20096138,27,Banaswadi,Banasavadi,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:19:00,Closed,,
blr,20096137,17,J.P.Park,J P Park,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,GARBAGE,,2020-12-30 08:18:00,Closed,,
blr,20096136,188,Bilekahalli,Bilekhalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:13:00,Closed,,
blr,20096135,26,Ramamurthy Nagar,Ramamurthy Nagar,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-30 08:09:00,Closed,,
blr,20096134,23,Nagavara,Nagavara,Solid Waste (Garbage) Related,Sweeping not done,GARBAGE,,2020-12-30 03:37:00,Closed,,
blr,20096133,23,Nagavara,Nagavara,CORONA COVID19,Others,OTHER,,2020-12-30 03:36:00,Closed,,
blr,20096132,54,Hoodi,Hudi,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:06:00,Closed,,
blr,20096131,85,Doddanekkundi,Dodda Nekkundi,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",OTHER,,2020-12-30 08:02:00,Resolved,,
blr,20096130,6,Thanisandra,Thanisandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:00:00,Closed,,
blr,20096129,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:59:00,Closed,,
blr,20096128,195,Konanakunte,Konankunte,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:59:00,Closed,,
blr,20096127,165,Ganeshmandira Ward,Ganesh Mandir ward,veterinary,Stray dog related complaints,OTHER,,2020-12-30 07:57:00,Closed,,
blr,20096126,,Jnanabharathi Ward,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:55:00,Closed,,
blr,20096125,169,Byrasandra,Byrasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:55:00,Closed,,
blr,20096124,20,Ganga Nagar,Ganga Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:51:00,Closed,,
blr,20096123,149,Varthur,Varthuru,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:47:00,Closed,,
blr,20096122,149,Varthur,Varthuru,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:47:00,Closed,,
blr,20096121,72,Herohalli,Herohalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:43:00,Closed,,
blr,20096120,169,Byrasandra,Byrasandra,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 07:38:00,Closed,,
blr,20096119,25,Horamavu,Horamavu,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:32:00,Closed,,
blr,20096118,182,Padmanabha Nagar,Padmanabha Nagar,Forest,Removal of dead/fallen trees,OTHER,,2020-12-30 07:29:00,Resolved,,
blr,20096117,196,Anjanapur,Anjanapura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:29:00,Rejected,,
blr,20096116,26,Ramamurthy Nagar,Ramamurthy Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:20:00,Closed,,
blr,20096115,176,BTM Layout,BTM Layout,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:19:00,Closed,,
blr,20096114,81,Vignana Nagar,Vijnana Nagar,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-30 07:14:00,Closed,,
blr,20096113,58,Newthippasandra,New Tippasandara,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:09:00,Closed,,
blr,20096112,52,K.R.Puram,K R Puram,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:07:00,Closed,,
blr,20096111,1,Kempegowda Ward,Kempegowda Ward,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:04:00,Closed,,
blr,20096110,196,Anjanapur,Anjanapura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:01:00,Rejected,,
blr,20096109,191,Singasandra,Singasandra,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 07:00:00,Closed,,
blr,20096108,124,Hosahalli,Hosahalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:59:00,Closed,,
blr,20096107,28,Kammanahalli,Kammanahalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:55:00,Closed,,
blr,20096106,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Electrical,Requirement For New Street Lights,STREETLIGHT,,2020-12-30 06:53:00,Closed,,
blr,20096105,191,Singasandra,Singasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:50:00,Closed,,
blr,20096104,192,Begur,Begur,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:50:00,Closed,,
blr,20096103,19,Sanjay Nagar,Sanjaya Nagar,Road Maintenance(Engg),footpath encroachment,ROADS,,2020-12-30 06:49:00,Closed,,
blr,20096102,5,Jakkur,Jakkuru,Solid Waste (Garbage) Related,Sweeping not done,GARBAGE,,2020-12-30 06:48:00,Closed,,
blr,20096101,185,Yelachenahalli,Yelchenahalli,Health Dept,Fogging,OTHER,,2020-12-30 06:47:00,Closed,,
blr,20096100,16,Jalahalli,Jalahalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:45:00,Closed,,
blr,20096099,5,Jakkur,Jakkuru,Road Maintenance(Engg),Debris Removal / Construction Material,GARBAGE,,2020-12-30 06:45:00,Closed,,
blr,20096098,197,Vasanthapura,Vasanthpura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:44:00,Closed,,
blr,20096097,81,Vignana Nagar,Vijnana Nagar,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 06:44:00,Resolved,,
blr,20096096,5,Jakkur,Jakkuru,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:43:00,Closed,,
blr,20096095,26,Ramamurthy Nagar,Ramamurthy Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:42:00,Closed,,
blr,20096094,125,Marenahalli,Marenahalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:41:00,Closed,,
blr,20096093,169,Byrasandra,Byrasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:38:00,Closed,,
blr,20096092,169,Byrasandra,Byrasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:38:00,Closed,,
blr,20096091,81,Vignana Nagar,Vijnana Nagar,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-30 06:37:00,Rejected,,
blr,20096090,81,Vignana Nagar,Vijnana Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:34:00,Closed,,
blr,20096089,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Electrical,Open Electrical Junction Box,STREETLIGHT,,2020-12-30 06:32:00,Closed,,
blr,20096088,81,Vignana Nagar,Vijnana Nagar,Road Maintenance(Engg),Debris Removal / Construction Material,GARBAGE,,2020-12-30 06:29:00,Closed,,
blr,20096087,,Jnanabharathi Ward,,Solid Waste (Garbage) Related,Dead animal(s),GARBAGE,,2020-12-30 06:26:00,Closed,,
blr,20096086,128,Nagarabhavi,Nagarabhavi,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 06:25:00,Rejected,,
blr,20096085,29,Kacharakanahalli,Kacharkanahalli,Forest,obstructions Branches / Trees.,OTHER,,2020-12-30 06:21:00,Resolved,,
blr,20096084,125,Marenahalli,Marenahalli,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-30 06:16:00,Closed,,
blr,20096083,27,Banaswadi,Banasavadi,Forest,obstructions Branches / Trees.,OTHER,,2020-12-30 06:16:00,Resolved,,
blr,20096082,39,Chokkasandra,Chokkasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:14:00,Closed,,
blr,20096081,39,Chokkasandra,Chokkasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:14:00,Closed,,
blr,20096080,80,Hoysala Nagar,Hoysala Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:14:00,Closed,,
blr,20096079,113,Konena Agrahara,Konena Agrahara,Solid Waste (Garbage) Related,Sweeping not done,GARBAGE,,2020-12-30 06:04:00,Closed,,
blr,20096078,84,Hagadooru,Hagadur,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 06:03:00,Closed,,
blr,20096077,50,Benniganahalli,Benniganahalli,Road Maintenance(Engg),water stagnation,WATERLOGGING,,2020-12-30 06:00:00,Rejected,,
blr,20096076,170,Jayanagar East,Jayanagar East,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 05:56:00,Rejected,,
blr,20096075,139,K.R.Market,K R Market,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 05:51:00,Closed,,
blr,20096074,67,Nagapura,Nagapura,Solid Waste (Garbage) Related,Sweeping not done,GARBAGE,,2020-12-30 05:50:00,Closed,,
blr,20096073,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 05:49:00,Closed,,
blr,20096072,8,Kodigehalli,Kodigehalli,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-30 05:48:00,Closed,,
blr,20096071,190,Mangammanapalya,Mangammanapalya,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 05:47:00,Closed,,
blr,20096070,191,Singasandra,Singasandra,Road Maintenance(Engg),Debris Removal / Construction Material,GARBAGE,,2020-12-30 05:40:00,Closed,,
blr,20096069,85,Doddanekkundi,Dodda Nekkundi,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",OTHER,,2020-12-30 05:40:00,Resolved,,
blr,20096068,174,HSR Layout,HSR Layout,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,GARBAGE,,2020-12-30 05:36:00,Closed,,
blr,20096067,10,Doddabommasandra,Dodda Bommasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 05:19:00,Closed,,
blr,20096066,182,Padmanabha Nagar,Padmanabha Nagar,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 05:08:00,Closed,,
blr,20096065,174,HSR Layout,HSR Layout,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 05:03:00,Closed,,
blr,20096064,16,Jalahalli,Jalahalli,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 04:52:00,Closed,,
blr,20096063,50,Benniganahalli,Benniganahalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 04:40:00,Closed,,
blr,20096062,177,J.P.Nagar,J P Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 04:38:00,Closed,,
blr,20096061,1,Kempegowda Ward,Kempegowda Ward,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 04:36:00,Closed,,
blr,20096060,128,Nagarabhavi,Nagarabhavi,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 04:31:00,Closed,,
blr,20096059,151,Koramangala,Koramangala,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 04:11:00,Closed,,
blr,20096058,69,Laggere,Laggere,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 04:10:00,Closed,,
blr,20096057,130,Ullalu,Ullalu,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 04:05:00,Closed,,
blr,20096056,162,Giri Nagar,Girinagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 04:04:00,Closed,,
blr,20096055,109,Chikpete,Chickpete,Health Dept,Unhygienic premises in Hotel etc,OTHER,,2020-12-30 04:00:00,Closed,,
blr,20096054,,Jnanabharathi Ward,,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 03:58:00,Closed,,
blr,20096053,26,Ramamurthy Nagar,Ramamurthy Nagar,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 03:47:00,Resolved,,
blr,20096052,52,K.R.Puram,K R Puram,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 03:46:00,Closed,,
blr,20096051,18,Radhakrishna Temple,Radhakrishna Temple Ward,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 03:37:00,Closed,,
blr,20096050,166,Karisandra,Karisandra,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 03:37:00,Closed,,
blr,20096049,18,Radhakrishna Temple,Radhakrishna Temple Ward,Forest,Removal of dead/fallen trees,OTHER,,2020-12-30 03:34:00,Resolved,,
blr,20096048,158,Deepanjali Nagar,Deepanjali Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 03:34:00,Closed,,
blr,20096047,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 03:24:00,Closed,,
blr,20096046,18,Radhakrishna Temple,Radhakrishna Temple Ward,Forest,Removal of dead/fallen trees,OTHER,,2020-12-30 03:22:00,Resolved,,
blr,20096045,50,Benniganahalli,Benniganahalli,Health Dept,Unhygienic premises in Hotel etc,OTHER,,2020-12-30 03:22:00,Closed,,
blr,20096044,111,Shanthala Nagar,Shantala Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 03:21:00,Closed,,
blr,20096043,40,Dodda Bidarkallu,Dodda Bidarakallu,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 03:18:00,Closed,,
blr,20096042,11,Kuvempu Nagar,Kuvempu Nagar,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 03:17:00,Closed,,
blr,20096041,150,Bellandur,Bellanduru,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 03:13:00,Closed,,
blr,20096040,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 03:12:00,Closed,,
blr,20096039,194,Gottigere,Gottigere,Solid Waste (Garbage) Related,Sweeping not done,GARBAGE,,2020-12-30 03:12:00,Closed,,
blr,20096038,106,Dr.Rajkumar Ward,Dr. Raj Kumar Ward,Forest,obstructions Branches / Trees.,OTHER,,2020-12-30 03:12:00,Resolved,,
blr,20096037,161,Hosakerehalli,Hosakerehalli,Solid Waste (Garbage) Related,Dead animal(s),GARBAGE,,2020-12-30 03:07:00,Closed,,
blr,20096036,4,Yelahanka old Satellite Town,Yelahanka Satellite Town,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",OTHER,,2020-12-30 03:07:00,Closed,,
blr,20096035,197,Vasanthapura,Vasanthpura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 03:01:00,Closed,,
blr,20096034,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 03:00:00,Closed,,
blr,20096033,5,Jakkur,Jakkuru,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 02:47:00,Closed,,
blr,20096032,20,Ganga Nagar,Ganga Nagar,Road Maintenance(Engg),Road cutting,ROADS,,2020-12-30 02:32:00,Closed,,
blr,20096031,,Shankaramata,,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 02:32:00,Closed,,
blr,20096030,194,Gottigere,Gottigere,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,GARBAGE,,2020-12-30 02:21:00,Closed,,
blr,20096029,194,Gottigere,Gottigere,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 02:14:00,Rejected,,
blr,20096028,84,Hagadooru,Hagadur,Revenue Department,Unable to generate the property tax challan,OTHER,,2020-12-30 02:12:00,Resolved,,
blr,20096027,149,Varthur,Varthuru,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 02:12:00,Closed,,
blr,20096026,38,H.M.T,HMT Ward,Road Maintenance(Engg),Overhanging cables,ROADS,,2020-12-30 02:10:00,Closed,,
blr,20096025,38,H.M.T,HMT Ward,Road Maintenance(Engg),Overhanging cables,ROADS,,2020-12-30 02:07:00,Closed,,
blr,20096024,160,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 02:04:00,Closed,,
blr,20096023,21,Hebbal,Hebbala,veterinary,Stray dog related complaints,OTHER,,2020-12-30 02:04:00,Closed,,
blr,20096022,38,H.M.T,HMT Ward,Road Maintenance(Engg),footpath encroachment,ROADS,,2020-12-30 02:04:00,Closed,,
